Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Harry refuses , saying that Ronald and Hermione have no proof .","['Harry', 'Ronald', 'Hermione']","['Harry:refuses', 'Ronald:have', 'Hermione:have']",['proof'],['proof:have'],-0.296,"[(('refuses', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('refuses', 'VBZ'), 'xcomp', ('saying', 'VBG')), (('saying', 'VBG'), 'ccomp', ('have', 'VBP')), (('have', 'VBP'), 'mark', ('that', 'IN')), (('have', 'VBP'), 'nsubj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('Hermione', 'NNP')), (('have', 'VBP'), 'dobj', ('proof', 'NN')), (('proof', 'NN'), 'neg', ('no', 'DT'))]"
"Harry , Neville and Hermione receive notes from Minerva telling Harry , Neville and Hermione Harry , Neville and Hermione 's detention will begin at eleven that night .","['Harry', 'Neville', 'Hermione', 'Neville', 'Hermione', 'Minerva', 'Neville', 'detention', 'eleven']","['Harry:receive', 'Neville:receive', 'Hermione:receive', 'Neville:receive', 'Hermione:receive', 'Minerva:receive', 'Neville:begin', 'detention:begin', 'eleven:begin']","['notes', 'Harry', 'Neville', 'Hermione', 'Neville', 'Hermione']","['notes:receive', 'Harry:telling', 'Neville:telling', 'Hermione:telling', 'Neville:telling', 'Hermione:telling']",-0.3612,"[(('begin', 'VB'), 'ccomp', ('receive', 'VBP')), (('receive', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('receive', 'VBP'), 'dobj', ('notes', 'NNS')), (('receive', 'VBP'), 'nmod', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', ('from', 'IN')), (('receive', 'VBP'), 'xcomp', ('telling', 'VBG')), (('telling', 'VBG'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'compound', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('begin', 'VB'), 'nsubj', ('Neville', 'NNP')), (('Neville', 'NNP'), 'cc', ('and', 'CC')), (('Neville', 'NNP'), 'conj', ('detention', 'NN')), (('detention', 'NN'), 'nmod:poss', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', (""'s"", 'POS')), (('begin', 'VB'), 'aux', ('will', 'MD')), (('begin', 'VB'), 'nmod', ('eleven', 'NNS')), (('eleven', 'NNS'), 'case', ('at', 'IN')), (('begin', 'VB'), 'nmod:tmod', ('night', 'NN')), (('night', 'NN'), 'det', ('that', 'DT'))]"
"Argus takes Harry , Neville and Hermione out to the Forbidden Forest , where Rubeus awaits to take Harry , Neville and Hermione in to do a bit of investigating .","['Argus', 'Forest', 'Rubeus']","['Argus:takes', 'Forest:takes', 'Rubeus:awaits']","['Harry', 'Neville', 'Hermione', 'Neville', 'Hermione', 'Harry', 'Neville', 'Hermione', 'Neville', 'Hermione', 'bit']","['Harry:takes', 'Neville:takes', 'Hermione:takes', 'Neville:takes', 'Hermione:takes', 'Harry:take', 'Neville:take', 'Hermione:take', 'Neville:take', 'Hermione:take', 'bit:do']",-0.3612,"[(('takes', 'VBZ'), 'nsubj', ('Argus', 'NNP')), (('takes', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('takes', 'VBZ'), 'compound:prt', ('out', 'RP')), (('takes', 'VBZ'), 'nmod', ('Forest', 'NNP')), (('Forest', 'NNP'), 'case', ('to', 'TO')), (('Forest', 'NNP'), 'det', ('the', 'DT')), (('Forest', 'NNP'), 'compound', ('Forbidden', 'NNP')), (('takes', 'VBZ'), 'advcl', ('awaits', 'VBZ')), (('awaits', 'VBZ'), 'advmod', ('where', 'WRB')), (('awaits', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('awaits', 'VBZ'), 'xcomp', ('take', 'VB')), (('take', 'VB'), 'mark', ('to', 'TO')), (('take', 'VB'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('take', 'VB'), 'compound:prt', ('in', 'RP')), (('take', 'VB'), 'advcl', ('do', 'VB')), (('do', 'VB'), 'mark', ('to', 'TO')), (('do', 'VB'), 'dobj', ('bit', 'NN')), (('bit', 'NN'), 'det', ('a', 'DT')), (('bit', 'NN'), 'acl', ('investigating', 'VBG')), (('investigating', 'VBG'), 'mark', ('of', 'IN'))]"
"Rubeus shows Harry , Neville and Hermione some silver unicorn blood , and says Harry , Neville and Hermione need to find the unicorn that is hurt .","['Rubeus', 'Harry', 'Neville', 'Hermione', 'Neville', 'Hermione', 'Harry', 'Neville', 'Hermione', 'Neville', 'Hermione']","['Rubeus:shows', 'Harry:blood', 'Neville:blood', 'Hermione:blood', 'Neville:blood', 'Hermione:blood', 'Harry:need', 'Neville:need', 'Hermione:need', 'Neville:need', 'Hermione:need']",['unicorn'],['unicorn:find'],-0.5267,"[(('shows', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('shows', 'VBZ'), 'xcomp', ('blood', 'NN')), (('blood', 'NN'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('blood', 'NN'), 'det', ('some', 'DT')), (('blood', 'NN'), 'amod', ('silver', 'JJ')), (('blood', 'NN'), 'compound', ('unicorn', 'NN')), (('shows', 'VBZ'), 'cc', ('and', 'CC')), (('shows', 'VBZ'), 'conj', ('says', 'VBZ')), (('says', 'VBZ'), 'ccomp', ('need', 'VBP')), (('need', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('need', 'VBP'), 'xcomp', ('find', 'VB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('find', 'VB'), 'dobj', ('unicorn', 'NN')), (('unicorn', 'NN'), 'det', ('the', 'DT')), (('unicorn', 'NN'), 'acl:relcl', ('hurt', 'VBN')), (('hurt', 'VBN'), 'nsubjpass', ('that', 'WDT')), (('hurt', 'VBN'), 'auxpass', ('is', 'VBZ'))]"
"Harry , Neville and Hermione split up , with Rubeus taking Harry and Hermione , and Neville and Draco going with Fang .","['Harry', 'Neville', 'Hermione', 'Hermione', 'Rubeus', 'Neville', 'Draco', 'Fang']","['Harry:split', 'Neville:split', 'Hermione:split', 'Hermione:split', 'Rubeus:taking', 'Neville:going', 'Draco:going', 'Fang:going']","['Harry', 'Neville', 'Hermione', 'Hermione']","['Harry:taking', 'Neville:taking', 'Hermione:taking', 'Hermione:taking']",0.0,"[(('split', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('split', 'VBD'), 'compound:prt', ('up', 'RP')), (('split', 'VBD'), 'advcl', ('taking', 'VBG')), (('taking', 'VBG'), 'mark', ('with', 'IN')), (('taking', 'VBG'), 'nsubj', ('Rubeus', 'NNP')), (('taking', 'VBG'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('split', 'VBD'), 'cc', ('and', 'CC')), (('split', 'VBD'), 'conj', ('going', 'VBG')), (('going', 'VBG'), 'nsubj', ('Neville', 'NNP')), (('Neville', 'NNP'), 'cc', ('and', 'CC')), (('Neville', 'NNP'), 'conj', ('Draco', 'NNP')), (('going', 'VBG'), 'nmod', ('Fang', 'NNP')), (('Fang', 'NNP'), 'case', ('with', 'IN'))]"
"Rubeus encounters a few centaurs , named Ronan and Bane , but gets no useful information from Ronan and Bane .","['Rubeus', 'Ronan', 'Bane', 'Bane']","['Rubeus:encounters', 'Ronan:gets', 'Bane:gets', 'Bane:gets']","['centaurs', 'Ronan', 'Bane', 'Bane', 'information']","['centaurs:encounters', 'Ronan:named', 'Bane:named', 'Bane:named', 'information:gets']",0.2617,"[(('encounters', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('encounters', 'VBZ'), 'dobj', ('centaurs', 'NNS')), (('centaurs', 'NNS'), 'det', ('a', 'DT')), (('centaurs', 'NNS'), 'amod', ('few', 'JJ')), (('centaurs', 'NNS'), 'acl', ('named', 'VBN')), (('named', 'VBN'), 'dobj', ('Ronan', 'NNP')), (('Ronan', 'NNP'), 'cc', ('and', 'CC')), (('Ronan', 'NNP'), 'conj', ('Bane', 'NNP')), (('encounters', 'VBZ'), 'cc', ('but', 'CC')), (('encounters', 'VBZ'), 'conj', ('gets', 'VBZ')), (('gets', 'VBZ'), 'dobj', ('information', 'NN')), (('information', 'NN'), 'neg', ('no', 'DT')), (('information', 'NN'), 'amod', ('useful', 'JJ')), (('gets', 'VBZ'), 'nmod', ('Ronan', 'NNP')), (('Ronan', 'NNP'), 'case', ('from', 'IN')), (('Ronan', 'NNP'), 'cc', ('and', 'CC')), (('Ronan', 'NNP'), 'conj', ('Bane', 'NNP'))]"
"Suddenly , Rubeus sees red sparks in the air , signalling the other party is in trouble .","['Rubeus', 'air', 'party']","['Rubeus:sees', 'air:sparks', 'party:trouble']",['sparks'],['sparks:sees'],0.0,"[(('sees', 'VBZ'), 'advmod', ('Suddenly', 'RB')), (('sees', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('sees', 'VBZ'), 'dobj', ('sparks', 'NNS')), (('sparks', 'NNS'), 'amod', ('red', 'JJ')), (('sparks', 'NNS'), 'nmod', ('air', 'NN')), (('air', 'NN'), 'case', ('in', 'IN')), (('air', 'NN'), 'det', ('the', 'DT')), (('sees', 'VBZ'), 'advcl', ('signalling', 'VBG')), (('signalling', 'VBG'), 'ccomp', ('trouble', 'NN')), (('trouble', 'NN'), 'nsubj', ('party', 'NN')), (('party', 'NN'), 'det', ('the', 'DT')), (('party', 'NN'), 'amod', ('other', 'JJ')), (('trouble', 'NN'), 'cop', ('is', 'VBZ')), (('trouble', 'NN'), 'case', ('in', 'IN'))]"
"Rubeus runs for them and returns , scolding Draco for startling Neville into sending up the sparks .","['Rubeus', 'them', 'returns', 'Neville']","['Rubeus:runs', 'them:runs', 'returns:runs', 'Neville:Draco']","['Draco', 'sparks']","['Draco:scolding', 'sparks:sending']",0.0772,"[(('runs', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('runs', 'VBZ'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('for', 'IN')), (('them', 'PRP'), 'cc', ('and', 'CC')), (('them', 'PRP'), 'conj', ('returns', 'NNS')), (('runs', 'VBZ'), 'xcomp', ('scolding', 'VBG')), (('scolding', 'VBG'), 'dobj', ('Draco', 'NNP')), (('Draco', 'NNP'), 'nmod', ('Neville', 'NNP')), (('Neville', 'NNP'), 'case', ('for', 'IN')), (('Neville', 'NNP'), 'amod', ('startling', 'JJ')), (('scolding', 'VBG'), 'advcl', ('sending', 'VBG')), (('sending', 'VBG'), 'mark', ('into', 'IN')), (('sending', 'VBG'), 'compound:prt', ('up', 'RP')), (('sending', 'VBG'), 'dobj', ('sparks', 'NN')), (('sparks', 'NN'), 'det', ('the', 'DT'))]"
"Rubeus switches Harry and Neville , sending Harry off with Draco instead .","['Rubeus', 'Draco']","['Rubeus:switches', 'Draco:sending']","['Harry', 'Neville', 'Harry', 'Neville']","['Harry:switches', 'Neville:switches', 'Harry:sending', 'Neville:sending']",0.0,"[(('switches', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('switches', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('switches', 'VBZ'), 'advcl', ('sending', 'VBG')), (('sending', 'VBG'), 'dobj', ('Harry', 'NNP')), (('sending', 'VBG'), 'compound:prt', ('off', 'RP')), (('sending', 'VBG'), 'nmod', ('Draco', 'NNP')), (('Draco', 'NNP'), 'case', ('with', 'IN')), (('Draco', 'NNP'), 'advmod', ('instead', 'RB'))]"
"Harry and Neville eventually find the dead unicorn , and see something drinking its blood .","['Harry', 'Neville']","['Harry:find', 'Neville:find']","['unicorn', 'something', 'blood']","['unicorn:find', 'something:see', 'blood:drinking']",-0.6486,"[(('find', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Neville', 'NNP')), (('find', 'VBP'), 'advmod', ('eventually', 'RB')), (('find', 'VBP'), 'dobj', ('unicorn', 'NN')), (('unicorn', 'NN'), 'det', ('the', 'DT')), (('unicorn', 'NN'), 'amod', ('dead', 'JJ')), (('find', 'VBP'), 'cc', ('and', 'CC')), (('find', 'VBP'), 'conj', ('see', 'VBP')), (('see', 'VBP'), 'dobj', ('something', 'NN')), (('see', 'VBP'), 'xcomp', ('drinking', 'VBG')), (('drinking', 'VBG'), 'dobj', ('blood', 'NN')), (('blood', 'NN'), 'nmod:poss', ('its', 'PRP$'))]"
"Draco screams and runs with Fang , leaving Harry , who is saved from the figure by a centaur , named Firenze , who tells Harry that unicorn blood can keep you alive , even if you are an inch from death , but curses you with a half-life in the process .","['Draco', 'Fang', 'figure', 'centaur', 'blood', 'you', 'you', 'death', 'half-life', 'process']","['Draco:screams', 'Fang:runs', 'figure:saved', 'centaur:saved', 'blood:keep', 'you:alive', 'you:inch', 'death:inch', 'half-life:curses', 'process:half-life']","['Harry', 'Firenze', 'Harry', 'you']","['Harry:leaving', 'Firenze:named', 'Harry:tells', 'you:curses']",-0.09,"[(('screams', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('screams', 'VBZ'), 'cc', ('and', 'CC')), (('screams', 'VBZ'), 'conj', ('runs', 'VBZ')), (('runs', 'VBZ'), 'nmod', ('Fang', 'NNP')), (('Fang', 'NNP'), 'case', ('with', 'IN')), (('runs', 'VBZ'), 'xcomp', ('leaving', 'VBG')), (('leaving', 'VBG'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'acl:relcl', ('saved', 'VBN')), (('saved', 'VBN'), 'nsubjpass', ('who', 'WP')), (('saved', 'VBN'), 'auxpass', ('is', 'VBZ')), (('saved', 'VBN'), 'nmod', ('figure', 'NN')), (('figure', 'NN'), 'case', ('from', 'IN')), (('figure', 'NN'), 'det', ('the', 'DT')), (('saved', 'VBN'), 'nmod', ('centaur', 'NN')), (('centaur', 'NN'), 'case', ('by', 'IN')), (('centaur', 'NN'), 'det', ('a', 'DT')), (('saved', 'VBN'), 'dep', ('named', 'VBN')), (('named', 'VBN'), 'dobj', ('Firenze', 'NNP')), (('Firenze', 'NNP'), 'acl:relcl', ('tells', 'VBZ')), (('tells', 'VBZ'), 'nsubj', ('who', 'WP')), (('tells', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('keep', 'VB')), (('keep', 'VB'), 'mark', ('that', 'IN')), (('keep', 'VB'), 'nsubj', ('blood', 'NN')), (('blood', 'NN'), 'compound', ('unicorn', 'NN')), (('keep', 'VB'), 'aux', ('can', 'MD')), (('keep', 'VB'), 'xcomp', ('alive', 'JJ')), (('alive', 'JJ'), 'nsubj', ('you', 'PRP')), (('saved', 'VBN'), 'advcl', ('inch', 'NN')), (('inch', 'NN'), 'advmod', ('even', 'RB')), (('inch', 'NN'), 'mark', ('if', 'IN')), (('inch', 'NN'), 'nsubj', ('you', 'PRP')), (('inch', 'NN'), 'cop', ('are', 'VBP')), (('inch', 'NN'), 'det', ('an', 'DT')), (('inch', 'NN'), 'nmod', ('death', 'NN')), (('death', 'NN'), 'case', ('from', 'IN')), (('inch', 'NN'), 'cc', ('but', 'CC')), (('inch', 'NN'), 'conj', ('curses', 'VBD')), (('curses', 'VBD'), 'dobj', ('you', 'PRP')), (('curses', 'VBD'), 'nmod', ('half-life', 'NN')), (('half-life', 'NN'), 'case', ('with', 'IN')), (('half-life', 'NN'), 'det', ('a', 'DT')), (('half-life', 'NN'), 'nmod', ('process', 'NN')), (('process', 'NN'), 'case', ('in', 'IN')), (('process', 'NN'), 'det', ('the', 'DT'))]"
Firenze then reveals that the person who was drinking it was doing so to remain alive until they were able to drink the Elixir of Life and wants Philosopher .,"['Firenze', 'person', 'they', 'Life']","['Firenze:reveals', 'person:doing', 'they:able', 'Life:Elixir']","['it', 'Elixir', 'Philosopher']","['it:drinking', 'Elixir:drink', 'Philosopher:wants']",0.4336,"[(('reveals', 'VBZ'), 'nsubj', ('Firenze', 'NNP')), (('reveals', 'VBZ'), 'advmod', ('then', 'RB')), (('reveals', 'VBZ'), 'ccomp', ('doing', 'VBG')), (('doing', 'VBG'), 'mark', ('that', 'IN')), (('doing', 'VBG'), 'nsubj', ('person', 'NN')), (('person', 'NN'), 'det', ('the', 'DT')), (('person', 'NN'), 'acl:relcl', ('drinking', 'VBG')), (('drinking', 'VBG'), 'nsubj', ('who', 'WP')), (('drinking', 'VBG'), 'aux', ('was', 'VBD')), (('drinking', 'VBG'), 'dobj', ('it', 'PRP')), (('doing', 'VBG'), 'aux', ('was', 'VBD')), (('doing', 'VBG'), 'advmod', ('so', 'RB')), (('doing', 'VBG'), 'xcomp', ('remain', 'VB')), (('remain', 'VB'), 'mark', ('to', 'TO')), (('remain', 'VB'), 'xcomp', ('alive', 'JJ')), (('remain', 'VB'), 'advcl', ('able', 'JJ')), (('able', 'JJ'), 'mark', ('until', 'IN')), (('able', 'JJ'), 'nsubj', ('they', 'PRP')), (('able', 'JJ'), 'cop', ('were', 'VBD')), (('able', 'JJ'), 'xcomp', ('drink', 'VB')), (('drink', 'VB'), 'mark', ('to', 'TO')), (('drink', 'VB'), 'dobj', ('Elixir', 'NN')), (('Elixir', 'NN'), 'det', ('the', 'DT')), (('Elixir', 'NN'), 'nmod', ('Life', 'NNP')), (('Life', 'NNP'), 'case', ('of', 'IN')), (('able', 'JJ'), 'cc', ('and', 'CC')), (('able', 'JJ'), 'conj', ('wants', 'VBZ')), (('wants', 'VBZ'), 'dobj', ('Philosopher', 'NNP'))]"
Firenze also asks Harry if Harry would not know anyone who has been waiting for years to regain power and Harry realises that the mysterious figure was a weakened but still alive Tom .,"['Firenze', 'Harry', 'years', 'Harry', 'figure']","['Firenze:asks', 'Harry:know', 'years:waiting', 'Harry:realises', 'figure:Tom']","['Harry', 'anyone', 'power']","['Harry:asks', 'anyone:know', 'power:regain']",0.4118,"[(('asks', 'VBZ'), 'nsubj', ('Firenze', 'NNP')), (('asks', 'VBZ'), 'advmod', ('also', 'RB')), (('asks', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('asks', 'VBZ'), 'advcl', ('know', 'VB')), (('know', 'VB'), 'mark', ('if', 'IN')), (('know', 'VB'), 'nsubj', ('Harry', 'NNP')), (('know', 'VB'), 'aux', ('would', 'MD')), (('know', 'VB'), 'neg', ('not', 'RB')), (('know', 'VB'), 'dobj', ('anyone', 'NN')), (('anyone', 'NN'), 'acl:relcl', ('waiting', 'VBG')), (('waiting', 'VBG'), 'nsubj', ('who', 'WP')), (('waiting', 'VBG'), 'aux', ('has', 'VBZ')), (('waiting', 'VBG'), 'aux', ('been', 'VBN')), (('waiting', 'VBG'), 'nmod', ('years', 'NNS')), (('years', 'NNS'), 'case', ('for', 'IN')), (('waiting', 'VBG'), 'xcomp', ('regain', 'VB')), (('regain', 'VB'), 'mark', ('to', 'TO')), (('regain', 'VB'), 'dobj', ('power', 'NN')), (('know', 'VB'), 'cc', ('and', 'CC')), (('know', 'VB'), 'conj', ('realises', 'VBZ')), (('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'ccomp', ('Tom', 'NNP')), (('Tom', 'NNP'), 'mark', ('that', 'IN')), (('Tom', 'NNP'), 'nsubj', ('figure', 'NN')), (('figure', 'NN'), 'det', ('the', 'DT')), (('figure', 'NN'), 'amod', ('mysterious', 'JJ')), (('Tom', 'NNP'), 'cop', ('was', 'VBD')), (('Tom', 'NNP'), 'det', ('a', 'DT')), (('Tom', 'NNP'), 'compound', ('weakened', 'JJ')), (('weakened', 'JJ'), 'cc', ('but', 'CC')), (('weakened', 'JJ'), 'conj', ('alive', 'JJ')), (('alive', 'JJ'), 'advmod', ('still', 'RB'))]"
"Back in the common room , Harry tells Hermione and Ronald Tom 's in the forest and that Severus wants Philosopher to help Tom restore Tom 's powers .","['room', 'Harry', 'Tom', 'Severus', 'Tom']","['room:Back', 'Harry:tells', 'Tom:forest', 'Severus:wants', 'Tom:restore']","['Philosopher', 'powers']","['Philosopher:wants', 'powers:restore']",0.5994,"[(('tells', 'VBZ'), 'advmod', ('Back', 'RB')), (('Back', 'RB'), 'nmod', ('room', 'NN')), (('room', 'NN'), 'case', ('in', 'IN')), (('room', 'NN'), 'det', ('the', 'DT')), (('room', 'NN'), 'amod', ('common', 'JJ')), (('tells', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('forest', 'NN')), (('forest', 'NN'), 'nsubj', ('Tom', 'NNP')), (('Tom', 'NNP'), 'compound', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'cc', ('and', 'CC')), (('Hermione', 'NNP'), 'conj', ('Ronald', 'NNP')), (('forest', 'NN'), 'cop', (""'s"", 'VBZ')), (('forest', 'NN'), 'case', ('in', 'IN')), (('forest', 'NN'), 'det', ('the', 'DT')), (('forest', 'NN'), 'cc', ('and', 'CC')), (('forest', 'NN'), 'conj', ('wants', 'VBZ')), (('wants', 'VBZ'), 'mark', ('that', 'IN')), (('wants', 'VBZ'), 'nsubj', ('Severus', 'NNP')), (('wants', 'VBZ'), 'dobj', ('Philosopher', 'NNP')), (('wants', 'VBZ'), 'xcomp', ('help', 'VB')), (('help', 'VB'), 'mark', ('to', 'TO')), (('help', 'VB'), 'ccomp', ('restore', 'VB')), (('restore', 'VB'), 'nsubj', ('Tom', 'NNP')), (('restore', 'VB'), 'dobj', ('powers', 'NNS')), (('powers', 'NNS'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS'))]"
"Afterwards , going into Harry finds that Harry 's Invisibility Cloak has been returned to Harry .","['Harry', 'Harry']","['Harry:going', 'Harry:returned']",['Cloak'],['Cloak:returned'],0.0,"[(('going', 'VBG'), 'advmod', ('Afterwards', 'RB')), (('going', 'VBG'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('into', 'IN')), (('going', 'VBG'), 'dep', ('finds', 'VBZ')), (('finds', 'VBZ'), 'ccomp', ('returned', 'VBN')), (('returned', 'VBN'), 'mark', ('that', 'IN')), (('returned', 'VBN'), 'nsubjpass', ('Cloak', 'NNP')), (('Cloak', 'NNP'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('Cloak', 'NNP'), 'compound', ('Invisibility', 'NNP')), (('returned', 'VBN'), 'aux', ('has', 'VBZ')), (('returned', 'VBN'), 'auxpass', ('been', 'VBN')), (('returned', 'VBN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO'))]"
"After finishing their exams , Harry realises the suspicious coincidence in Rubeus wanting a dragon more than anything else , only to meet a stranger who had one to give Rubeus .","['Harry', 'Rubeus', 'anything']","['Harry:realises', 'Rubeus:coincidence', 'anything:wanting']","['exams', 'coincidence', 'stranger', 'one', 'Rubeus']","['exams:finishing', 'coincidence:realises', 'stranger:meet', 'one:had', 'Rubeus:give']",-0.3612,"[(('realises', 'VBZ'), 'advcl', ('finishing', 'VBG')), (('finishing', 'VBG'), 'mark', ('After', 'IN')), (('finishing', 'VBG'), 'dobj', ('exams', 'NNS')), (('exams', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'dobj', ('coincidence', 'NN')), (('coincidence', 'NN'), 'det', ('the', 'DT')), (('coincidence', 'NN'), 'amod', ('suspicious', 'JJ')), (('coincidence', 'NN'), 'nmod', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', ('in', 'IN')), (('Rubeus', 'NNP'), 'acl', ('wanting', 'VBG')), (('wanting', 'VBG'), 'nmod', ('anything', 'NN')), (('anything', 'NN'), 'advmod', ('more', 'RBR')), (('more', 'RBR'), 'nmod:npmod', ('dragon', 'NN')), (('dragon', 'NN'), 'det', ('a', 'DT')), (('anything', 'NN'), 'case', ('than', 'IN')), (('anything', 'NN'), 'advmod', ('else', 'RB')), (('wanting', 'VBG'), 'xcomp', ('meet', 'VB')), (('meet', 'VB'), 'advmod', ('only', 'RB')), (('meet', 'VB'), 'mark', ('to', 'TO')), (('meet', 'VB'), 'dobj', ('stranger', 'NN')), (('stranger', 'NN'), 'det', ('a', 'DT')), (('stranger', 'NN'), 'acl:relcl', ('had', 'VBD')), (('had', 'VBD'), 'nsubj', ('who', 'WP')), (('had', 'VBD'), 'dobj', ('one', 'PRP')), (('had', 'VBD'), 'ccomp', ('give', 'VB')), (('give', 'VB'), 'mark', ('to', 'TO')), (('give', 'VB'), 'dobj', ('Rubeus', 'NNS'))]"
